food_code,food_name,source,water_g_100g,energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,ash_g_100g,calcium_mg_100g,phosphorus_mg_100g,iron_mg_100g,sodium_mg_100g,potassium_mg_100g,copper_mg_100g,zinc_mg_100g,retinol_mcg_100g,beta_carotene_mcg_100g,carotene_total_mcg_100g,thiamin_mg_100g,riboflavin_mg_100g,niacin_mg_100g,vitamin_c_mg_100g,bdd_percent,tkpi_main_group,tkpi_group_code,category_code,category_name,category_source,food_name_clean,food_name_match,food_name_match_original,urt,urt_qty,urt_unit,gram_per_portion,is_processed_code,exists_in_urt,exists_in_manual_whitelist,remove_processed
ER081,"Pisang kepok, segar",KZGMI-2001,72,109,"0,8","0,5","26,3","5,7",1,10,30,"0,5",10,300,"0,1","0,2",,0,,"0,1",0,"0,1",9,75,E,ER,B,Buah,tkpi_main_group,"pisang kepok, segar",pisang kepok,pisang kepok,1 buah,1.0,buah,45,False,True,False,False
ER082,"Pisang ketip, segar",KZGMI-2001,63,145,"1,1","0,3","34,5","6,6","0,7",5,54,"0,1",4,726,"0,15","0,5",,3,,"0,13","0,02","0,8",95,75,E,ER,B,Buah,tkpi_main_group,"pisang ketip, segar",pisang ketip,pisang ketip,,,,,False,False,False,False
ER083,"Pisang kidang, segar",KZGPI- 1990,75,96,1,"0,2","22,5","0,6","0,9",87,173,"0,6",6,"418,8","0,22","0,5",,38,58,"0,04","0,1","0,9",2,70,E,ER,B,Buah,tkpi_main_group,"pisang kidang, segar",pisang kidang,pisang kidang,,,,,False,False,False,False
ER084,"Pisang lampung, segar",DABM-1964,72,99,"1,3","0,2","25,6","4,3","0,8",10,19,"0,9",28,475,"0,25",,,43,,"0,07","0,12",1,4,75,E,ER,B,Buah,tkpi_main_group,"pisang lampung, segar",pisang lampung,pisang lampung,,,,,False,False,False,False
ER085,"Pisang mas bali ampenan, segar",KZGMI-2001,77,92,"1,4","0,2",21,"3,7","0,5",7,29,"1,2",32,272,"0,18",,,14,,"0,09","0,03","0,6",11,75,E,ER,B,Buah,tkpi_main_group,"pisang mas bali ampenan, segar",pisang mas bali ampenan,pisang mas bali ampenan,,,,,False,False,False,False
ER086,"Pisang mas bali kopang, segar",KZGMI-2001,64,127,"1,4","0,2","31,8","3,7","2,4",10,0,"0,1",43,616,"0,12",,,21,,"0,21","0,05","0,9",17,75,E,ER,B,Buah,tkpi_main_group,"pisang mas bali kopang, segar",pisang mas bali kopang,pisang mas bali kopang,,,,,False,False,False,False
ER087,"Pisang mas, segar",DABM-1964,64,127,"1,4","0,2","33,6","1,4","0,6",7,25,"0,8",42,392,"195,78",,,17,,"0,09","0,08","4,5",2,85,E,ER,B,Buah,tkpi_main_group,"pisang mas, segar",pisang mas,pisang mas,2 buah,2.0,buah,40,False,True,False,False
ER088,"Pisang raja sereh, segar",KZGPI- 1990,69,108,"1,3","0,3","28,2","0,7",1,16,38,"0,1",31,"522,6","0,27",,,48,,"0,02","0,08","1,1",2,86,E,ER,B,Buah,tkpi_main_group,"pisang raja sereh, segar",pisang raja sereh,pisang raja sereh,,,,,False,False,False,False
ER089,"Pisang raja, segar",DABM-1964,66,120,"1,2","0,2","31,8","5,3",1,10,22,"0,8",35,"582,2","0,31",,,53,,"0,06","0,14","1,2",10,70,E,ER,B,Buah,tkpi_main_group,"pisang raja, segar",pisang raja,pisang raja,2 buah kecil,2.0,buah kecil,40,False,True,False,False
ER090,"Pisang rotan, segar",KZGPI- 1990,76,98,"1,3","1,2","20,5",1,"0,9",17,51,"1,1",24,"406,9","0,21",,,37,,"0,01","0,1","0,9",2,56,E,ER,B,Buah,tkpi_main_group,"pisang rotan, segar",pisang rotan,pisang rotan,,,,,False,False,False,False
ER091,"Pisang talas, segar",KZGMI-2001,71,113,"1,2","0,2","26,7","4,4","0,9",22,22,"0,6",29,48,"0,26",,,159,,"0,12","0,03",1,9,75,E,ER,B,Buah,tkpi_main_group,"pisang talas, segar",pisang talas,pisang talas,,,,,False,False,False,False
ER092,Pisang tujuh bulan,KZGMI-2001,76,94,"0,6","0,2","22,5","3,7","0,8",50,20,"0,2",0,4,"0,1",,,72,,"0,03","0,03","0,3",6,75,E,ER,B,Buah,tkpi_main_group,pisang tujuh bulan,pisang tujuh bulan,pisang tujuh bulan,,,,,False,False,False,False
ER093,"Pisang ua, segar",KZGMI-2001,68,128,"0,8","0,5","30,2","8,1","0,7",12,28,"0,7",33,382,"0,2",,,5,,"0,09","0,01","1,2",4,75,E,ER,B,Buah,tkpi_main_group,"pisang ua, segar",pisang ua,pisang ua,,,,,False,False,False,False
ER094,"Pisang uli, segar",KZGPI- 1990,62,134,"1,1","0,5","35,5","1,4","1,1",31,53,"0,9",39,"650,3","0,34",,,59,,"0,11","0,16","1,4",3,77,E,ER,B,Buah,tkpi_main_group,"pisang uli, segar",pisang uli,pisang uli,,,,,False,False,False,False
ER095,"Purut, segar",KZGPI- 1990,81,76,"4,1","1,1","15,2","1,7","1,4",30,76,"0,6",10,"285,2",,,,27,,"0,01","0,11",0,0,34,E,ER,B,Buah,tkpi_main_group,"purut, segar",purut,purut,,,,,False,False,False,False
ER096,"Rambutan binjai, segar",KZGMI-2001,81,76,"0,5","0,2",18,"3,8","0,3",15,22,"1,2",22,120,"0,2",,,0,,"0,19","0,01","0,4",13,40,E,ER,B,Buah,tkpi_main_group,"rambutan binjai, segar",rambutan binjai,rambutan binjai,,,,,False,False,False,False
ER097,"Rambutan, segar",DABM-1964,81,69,"0,9","0,1","18,1","0,8","0,4",16,16,"0,5",16,"104,2","0,17",,,0,,0,"0,07","0,5",58,40,E,ER,B,Buah,tkpi_main_group,"rambutan, segar",rambutan,rambutan,8 buah,8.0,buah,75,False,True,False,False
ER098,"Salak bali, segar",KZGPI- 1990,85,57,"0,5","0,1","13,6","1,3","0,7",94,25,"2,1",,,"0,08",,,3,,0,,,0,93,E,ER,B,Buah,tkpi_main_group,"salak bali, segar",salak bali,salak bali,,,,,False,False,False,False
ER099,"Salak medan, segar",KZGMI-2001,78,55,"0,4","0,2","12,8","3,2","8,5",6,46,"0,5",39,113,"0,2",,,4,,"0,04","0,03",,58,93,E,ER,B,Buah,tkpi_main_group,"salak medan, segar",salak medan,salak medan,,,,,False,False,False,False
ER100,"Salak pondoh, segar",KZGPI- 1990,78,87,"0,8","0,4","20,1",0,"0,8",38,31,"3,9",,,"0,08",,,,,0,"0,12","0,1",8,59,E,ER,B,Buah,tkpi_main_group,"salak pondoh, segar",salak pondoh,salak pondoh,,,,,False,False,False,False
ER101,"Salak, segar",DABM-1964,78,77,"0,4",,"20,9",,"0,7",28,18,"4,2",,,"0,08",,,4,,"0,04",,,2,93,E,ER,B,Buah,tkpi_main_group,"salak, segar",salak,salak,2 buah sedang,2.0,buah sedang,65,False,True,False,False
ER102,"Sawo duren, segar",KZGPI- 1990,87,64,1,"3,1",8,"0,8","0,6",18,45,"0,8",13,"111,4","0,02",,,0,,"0,01","0,02","0,1",1,64,E,ER,B,Buah,tkpi_main_group,"sawo duren, segar",sawo duren,sawo duren,,,,,False,False,False,False
ER103,"Sawo kecik, segar",KZGPI- 1990,74,111,"0,9","2,3","21,6",1,"1,4",20,185,"0,7",28,"117,8","0,04",,,119,,0,"0,04","1,5",19,83,E,ER,B,Buah,tkpi_main_group,"sawo kecik, segar",sawo kecik,sawo kecik,,,,,False,False,False,False
ER104,"Sawo manila, segar",DABM-1964,76,92,"0,5","1,1","22,4","9,5","0,5",25,12,1,26,"110,2","0,04",,,111,,"0,01","0,04","1,4",21,79,E,ER,B,Buah,tkpi_main_group,"sawo manila, segar",sawo manila,sawo manila,,,,,False,False,False,False
ER105,"Semangka, segar",DABM-1964,92,28,"0,5","0,2","6,9","0,4","0,3",7,12,"0,2",7,"93,8","0,04",,,315,,"0,05","0,05","0,3",6,46,E,ER,B,Buah,tkpi_main_group,"semangka, segar",semangka,semangka,2 potong sedang,2.0,potong sedang,180,False,True,False,False
ER106,"Sirsak, segar",DABM-1964,82,65,1,"0,3","16,3","3,2","0,7",14,27,"0,6",2,"298,9","0,08",1,,8,10,"0,07","0,08","0,7",20,68,E,ER,B,Buah,tkpi_main_group,"sirsak, segar",sirsak,sirsak,½ gelas,0.5,gelas,60,False,True,False,False
ER107,"Sowa, segar",KZGMI-2001,88,48,"1,6","0,6","9,1","4,5",10,50,40,"0,3",9,0,"0,1","1,5",0,364,,"0,15","0,23","0,2",4,,E,ER,B,Buah,tkpi_main_group,"sowa, segar",sowa,sowa,,,,,False,False,False,False
ER108,"Srikaya, segar",KZGPI- 1990,83,63,"1,1","0,5","13,9","2,1","1,1",127,30,"2,7",,,,,0,,31,"0,08",,,28,48,E,ER,B,Buah,tkpi_main_group,"srikaya, segar",srikaya,srikaya,2 buah besar,2.0,buah besar,50,False,True,False,False
ER109,"Sukun muda, segar",KZGPI- 1990,69,119,"1,4","0,2","28,1","1,4",1,24,44,"1,4",24,"414,4","0,09","0,1",,28,4896,"0,17","0,17","3,7",52,84,E,ER,B,Buah,tkpi_main_group,"sukun muda, segar",sukun muda,sukun muda,,,,,False,False,False,False
ER110,"Sukun tua, segar",KZGPI- 1990,68,126,"1,6","0,2","24,5","1,5",1,37,47,"1,6",25,436,"0,09","0,1",,30,2000,"0,18","0,17","3,9",58,88,E,ER,B,Buah,tkpi_main_group,"sukun tua, segar",sukun tua,sukun tua,,,,,False,False,False,False
ER111,"Vigus, segar",KZGMI-2001,88,44,"2,4","0,1","8,3",,"1,2",30,20,"0,3",2,180,"0,1","0,2",,,,"0,26","0,01",,43,,E,ER,B,Buah,tkpi_main_group,"vigus, segar",vigus,vigus,,,,,False,False,False,False
ER112,"Wani, segar",KZGPI- 1990,81,74,"0,8","0,3","17,1","3,1","0,6",66,29,"1,2",,,,,,,32,"0,08",,,80,77,E,ER,B,Buah,tkpi_main_group,"wani, segar",wani,wani,,,,,False,False,False,False
EP014,Tepung Pisang,BKP,14,338,"2,9","0,4","80,6","5,3","2,1",23,62,4,18,734,"0,1","0,5",,13,1,"0,02","0,02",1,2,100,E,EP,B,Buah,tkpi_main_group,tepung pisang,tepung pisang,tepung pisang,,,,,True,False,True,False
EP015,Tepung Sukun,BKP,10,353,"2,9","0,5","84,4","3,7","2,1",100,85,"4,6",9,2008,"0,1","0,6",,0,0,"0,4","0,02","0,1",3,100,E,EP,B,Buah,tkpi_main_group,tepung sukun,tepung sukun,tepung sukun,,,,,True,False,True,False
FR001,"Anak sapi, daging, gemuk, segar",DABM-1964,62,184,"18,8",14,0,0,"5,2",10,200,"2,2",118,"490,1","0,17","3,3",12,,,,,7,,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"anak sapi, daging, gemuk, segar",daging sapi,"anak sapi, daging, gemuk",1 potong sedang,1.0,potong sedang,35,False,True,False,False
FR002,"Anak sapi, daging, kurus, segar",DABM-1964,69,174,"19,6",10,0,0,"1,4",11,201,"2,9",96,"399,8","0,14","2,7",6,,,,,"5,7",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"anak sapi, daging, kurus, segar",daging sapi,"anak sapi, daging, kurus",1 potong sedang,1.0,potong sedang,35,False,True,False,False
FR003,"Anak sapi, daging, sedang, segar",DABM-1964,68,190,"19,1",12,0,0,"0,9",11,193,"2,9",99,"412,7","0,14","2,8",12,,,,,"5,9",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"anak sapi, daging, sedang, segar",daging sapi,"anak sapi, daging, sedang",1 potong sedang,1.0,potong sedang,35,False,True,False,False
FR004,"Angsa, daging, segar",DABM-1964,"51,1",349,"16,4","31,5",0,0,1,15,188,"1,8",71,"299,2","0,26","1,7",273,,,,,"7,11",0,60,F,FR,LH,Lauk Hewani,tkpi_main_group,"angsa, daging, segar","angsa, daging","angsa, daging",,,,,False,False,False,False
FR005,"Ayam, daging, segar",DABM-1964,"55,9",298,"18,2",25,0,0,"0,9",14,200,"1,5",109,"385,9","0,11","0,6",245,,,,,"10,4",0,58,F,FR,LH,Lauk Hewani,tkpi_main_group,"ayam, daging, segar",daging ayam,"ayam, daging",1 potong sedang,1.0,potong sedang,40,False,True,False,False
FR006,"Ayam, dideh/darah, segar",DABM-1964,82,75,"13,8","1,9","0,7",0,"1,6",15,9,"1,3",337,234,,,15,,,,,"0,6",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"ayam, dideh/darah, segar","ayam, dideh darah","ayam, dideh darah",,,,,False,False,False,False
FR007,"Ayam, hati, segar",KZGMS-1993,"53,4",261,"27,4","16,1","1,6",0,"1,5",118,373,"15,8",1068,"22,9","0,84",0,4957,,28000,,,"4,11",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"ayam, hati, segar","ayam, hati","ayam, hati",,,,,False,False,False,False
FR008,"Babi, daging, gemuk,segar",DABM-1964,42,453,"11,9",45,0,0,"1,1",7,117,"1,8",112,"819,3","0,22","0,4",0,,,,,"5,9",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"babi, daging, gemuk,segar","babi, daging, gemuk","babi, daging, gemuk",,,,,False,False,False,False
FR009,"Babi, daging, kurus, segar",DABM-1964,50,371,"14,1",35,0,0,"0,9",8,151,"2,1",97,"706,3","0,19","0,4",0,,,,,"5,4",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"babi, daging, kurus, segar","babi, daging, kurus","babi, daging, kurus",,,,,False,False,False,False
FR010,"Babi, ginjal, segar",DABM-1964,"77,1",110,"16,3","4,6","0,8",0,"1,2",11,246,8,139,390,"0,71","3,2",39,,,,,"9,1",13,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"babi, ginjal, segar","babi, ginjal","babi, ginjal",,,,,False,False,False,False
FR011,"Babi, hati, segar",DABM-1964,"72,3",129,"19,7","4,8","1,7",0,"1,5",10,362,18,110,447,"0,58","0,1",4303,,,,,"5,7",23,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"babi, hati, segar","babi, hati","babi, hati",,,,,False,False,False,False
FR012,"Bebek (itik), daging, segar",DABM-1964,"54,3",321,16,"28,6",0,0,"1,1",15,188,"1,8",54,199,"0,21","1,2",273,,,,,"4,3",0,60,F,FR,LH,Lauk Hewani,tkpi_main_group,"bebek (itik), daging, segar","bebek (itik), daging","bebek (itik), daging",,,,,False,False,False,False
FR013,"Bebek alabio, daging, segar",KZGMI-2001,57,303,"11,3",27,"3,7",0,1,20,293,"4,8",50,260,"0,7",2,,,,,,"4,1",,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"bebek alabio, daging, segar","bebek alabio, daging","bebek alabio, daging",,,,,False,False,False,False
FR014,"Belibis, daging, segar",KZGMI-2001,"71,3",131,"20,2","4,3","2,8",0,"1,4",8,192,"9,6",46,104,"1,2","1,6",,,,,,"2,7",,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"belibis, daging, segar","belibis, daging","belibis, daging",,,,,False,False,False,False
FR015,"Burung, sarang, segar",DABM-1964,"24,8",281,"37,5","0,3","32,1",,"5,3",485,18,3,,,,,0,,,,,,0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"burung, sarang, segar","burung, sarang","burung, sarang",,,,,False,False,False,False
FR016,"Domba, daging, gemuk, segar",DABM-1964,"55,8",317,"15,7","27,7",0,0,"0,8",9,157,"2,4",64,"242,1","0,11","3,7",0,,,,,"6,5",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"domba, daging, gemuk, segar","domba, daging, gemuk","domba, daging, gemuk",,,,,False,False,False,False
FR017,"Domba, daging, kurus,  segar",DABM-1964,"66,3",202,"17,1","14,8",0,0,"1,8",10,191,"2,6",90,355,"0,08","2,8",0,,,,,"5,7",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"domba, daging, kurus, segar","domba, daging, kurus","domba, daging, kurus",,,,,False,False,False,False
FR018,"Domba, ginjal, segar",DABM-1964,"77,8",100,"16,6","3,3",1,0,"1,3",13,237,"9,2",155,276,"0,48","2,4",348,,,,,"7,5",13,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"domba, ginjal, segar","domba, ginjal","domba, ginjal",,,,,False,False,False,False
FR019,"Kambing, daging, segar",DABM-1964,"70,3",149,"16,6","9,2",0,0,"3,9",11,124,1,96,"268,7","0,31","4,9",0,,,,,5,0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"kambing, daging, segar","kambing, daging","kambing, daging",,,,,False,False,False,False
FR020,"Kelinci, daging, segar",FCTEA-1972,"74,3",142,"16,9","7,8",0,0,1,7,350,1,49,"371,1",,,0,,0,,,"6,8",,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"kelinci, daging, segar","kelinci, daging","kelinci, daging",,,,,False,False,False,False
FR021,"Kerbau, daging, segar",DABM-1964,80,79,"18,7","0,5",0,0,"0,8",14,221,"3,3",91,273,"0,13","1,6",,,,,,5,0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"kerbau, daging, segar","kerbau, daging","kerbau, daging",,,,,False,False,False,False
FR022,"Kuda, daging, segar",DABM-1964,76,113,"18,1","4,1","0,9",0,"0,9",10,150,"2,7",46,"315,7","0,13","2,5",0,,,,,3,0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"kuda, daging, segar","kuda, daging","kuda, daging",,,,,False,False,False,False
FR023,"Sapi, babat, segar",DABM-1964,"76,7",108,"17,6","4,2",0,0,"1,5",12,144,1,147,"101,4","0,11","2,2",0,,,,,"1,7",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, babat, segar","sapi, babat","sapi, babat",,,,,False,False,False,False
FR024,"Sapi, daging, gemuk, segar",DABM-1964,60,273,"17,5",22,0,0,"0,5",10,150,"2,6",93,267,"0,17","6,4",12,,,,,"7,3",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, daging, gemuk, segar",daging sapi,"sapi, daging, gemuk",1 potong sedang,1.0,potong sedang,35,False,True,False,False
FR025,"Sapi, daging, kurus, segar",DABM-1964,69,174,"19,6",10,0,0,"1,4",11,181,"2,9",83,489,"0,07","4,9",6,,,,,"1,2",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, daging, kurus, segar",daging sapi,"sapi, daging, kurus",1 potong sedang,1.0,potong sedang,35,False,True,False,False
FR026,"Sapi, daging, lemak sedang, segar",DABM-1964,66,201,"18,8",14,0,0,"1,2",11,170,"2,8",105,378,"4,58","5,2",9,,,,,"1,3",0,100,F,FR,M,Minyak / Lemak,keyword_rule,"sapi, daging, lemak sedang, segar",daging sapi,"sapi, daging, lemak sedang",,,,,False,True,False,False
FR027,"Sapi, daleman, segar",KZGMI-2001,"70,1",183,12,"14,4","1,4",0,"2,1",43,319,"1,8",277,160,"0,1","0,8",,,,,,"8,4",,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, daleman, segar","sapi, daleman","sapi, daleman",,,,,False,False,False,False
FR028,"Sapi, dideh/darah",DABM-1964,"75,6",98,"21,9","1,1",0,0,"1,4",7,24,"1,3",150,170,,"0,2",15,,,,,"0,9",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, dideh/darah","sapi, dideh darah","sapi, dideh darah",,,,,False,False,False,False
FR029,"Sapi, ginjal, segar",DABM-1964,"74,9",137,15,"8,1","0,9",0,"1,1",9,221,"7,9",200,"230,2",,,348,,,,,"6,1",13,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, ginjal, segar","sapi, ginjal","sapi, ginjal",,,,,False,False,False,False
FR030,"Sapi, keleponan, segar",KZGMI-2001,"83,8",84,"10,5","4,6","0,2",0,"0,9",20,13,"2,1",73,318,"0,2","1,7",857,,,,,"0,3",,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, keleponan, segar","sapi, keleponan","sapi, keleponan",,,,,False,False,False,False
FR031,"Sapi, liver, segar",DABM-1964,"69,7",132,"19,7","3,2",6,0,"1,4",7,358,"6,6",110,213,"0,51","2,3",13303,,,,,"11,4",31,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, liver, segar","sapi, liver","sapi, liver",,,,,False,False,False,False
FR032,"Sapi, otak, segar",DABM-1964,"78,9",123,"10,4","8,6","0,8",0,"1,3",16,330,"3,6",112,"243,8","0,26","0,9",0,,,,,"3,9",18,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, otak, segar","sapi, otak","sapi, otak",,,,,False,False,False,False
FR033,"Sapi, usus, segar",DABM-1964,"76,7",126,14,"7,2","1,5",0,"0,6",14,115,4,,,,,61,,,,,"0,2",0,100,F,FR,LH,Lauk Hewani,tkpi_main_group,"sapi, usus, segar","sapi, usus","sapi, usus",,,,,False,False,False,False
FR034,Ulat sagu segar,KZGMI-2001,"65,9",241,"5,8","21,6","5,8","2,8","0,9",20,70,"0,5",210,210,1,"7,7",,,,,,"0,1",,100,F,FR,LH,Lauk Hewani,tkpi_main_group,ulat sagu segar,ulat sagu segar,ulat sagu segar,,,,,False,False,False,False
FP005,Ham,DABM-1964,42,384,"16,9",35,"0,3",0,"5,8",10,136,"2,5",112,"819,3","0,11","0,4",0,,,,,"9,7",0,100,F,FP,LH,Lauk Hewani,tkpi_main_group,ham,ham,ham,1/2 potong kecil,0.5,potong kecil,40,True,True,False,False
GR001,"Belut, segar",KZGMI-2001,"81,5",70,"14,6","0,8",1,0,"2,1",49,155,"1,5",55,169,"0,2","1,2",,0,,"0,22","0,12","7,7",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"belut, segar",belut,belut,3 ekor,3.0,ekor,45,False,True,False,False
GR002,"Belut, laut, segar",KZGPI- 1990,"79,5",93,"12,8","1,5","6,1",0,"4,1",60,199,3,33,"175,9","0,1",1,51,3,71,"0,06",0,"2,7",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"belut, laut, segar","belut, laut","belut, laut",,,,,False,False,False,False
GR003,"Cumi-cumi, segar",KZGPI- 1990,"82,2",75,"16,1","0,7","0,1",0,"0,9",32,200,"1,8",37,"204,1","1,6","1,3",0,20,0,"0,08",0,"2,5",0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"cumi-cumi, segar",cumi-cumi,cumi-cumi,1 ekor kecil,1.0,ekor kecil,45,False,True,False,False
GR004,"Ikan bader, segar",DABM- 1964,66,193,19,13,0,0,2,48,150,"0,4",118,"264,9","0,1","0,2",45,0,,"0,01","0,1","4,1",0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan bader, segar",ikan bader,ikan bader,,,,,False,False,False,False
GR005,"Ikan balong, segar",KZGPI- 1990,"76,5",107,"16,5","3,9","1,5",0,"1,5",54,202,2,86,"253,4","0,5",1,25,0,0,"0,05","0,1","2,5",0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan balong, segar",ikan balong,ikan balong,,,,,False,False,False,False
GR006,"Ikan bambangan, segar",KZGPI- 1990,"73,7",112,20,"1,3","3,7",0,"1,3",98,120,3,148,"258,7",0,"0,1",0,0,0,"0,07",0,"0,3",0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan bambangan, segar",ikan bambangan,ikan bambangan,,,,,False,False,False,False
GR007,"Ikan bandeng, segar",DABM- 1964,74,123,20,"4,8",0,0,"1,2",20,150,2,67,"271,1",0,"0,9",45,21,,"0,05","0,1",6,0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan bandeng, segar",ikan bandeng,ikan bandeng,,,,,False,False,False,False
GR008,"Ikan banjar, segar",KZGPI- 1990,"73,5",111,"19,4","0,9","4,8",0,"1,4",68,278,"7,3",99,"338,7","0,2","0,6",0,62,0,"0,03","0,2","7,3",0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan banjar, segar",ikan banjar,ikan banjar,,,,,False,False,False,False
GR009,"Ikan baronang, segar",KZGMI-2001,80,78,"14,5","0,6","3,7",0,"1,2",26,521,"3,8",26,692,"4,7","4,1",732,0,,"0,2","0,04",3,0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan baronang, segar",ikan baronang,ikan baronang,,,,,False,False,False,False
GR010,"Ikan batung, segar",KZGMI-2001,"75,7",115,"14,5","4,6","4,2",0,"1,1",,207,0,42,361,"0,2","0,9",,0,,"1,2","0,04","1,1",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan batung, segar",ikan batung,ikan batung,,,,,False,False,False,False
GR011,"Ikan baung, segar",KZGMI-2001,"74,9",123,"15,1","5,5","3,3",0,"1,2",5,146,"1,3",32,349,"0,1","0,7",,0,,"0,2","0,03","1,2",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan baung, segar",ikan baung,ikan baung,,,,,False,False,False,False
GR012,"Ikan bawal, segar",DABM- 1964,78,91,19,"1,7",0,0,"1,3",20,150,2,129,"233,3","0,1","0,3",45,0,,"0,05","0,1","1,8",0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan bawal, segar",ikan bawal,ikan bawal,,,,,False,False,False,False
GR013,"Ikan belida, segar",KZGMI-2001,"79,2",80,"14,7","1,4","2,2",0,"2,3",303,315,"1,3",41,356,0,"0,8",,0,,"1,2","0,14","1,4",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan belida, segar",ikan belida,ikan belida,,,,,False,False,False,False
GR014,"Ikan beunteur, segar",DABM- 1964,70,109,17,4,0,0,9,500,500,1,109,"323,5","0,6","1,3",45,,,"0,05","0,1","2,6",0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan beunteur, segar",ikan beunteur,ikan beunteur,,,,,False,False,False,False
GR015,"Ikan biawan, segar",KZGMI-2001,"79,1",90,"14,9","2,5","2,1",0,"1,4",125,265,1,35,207,"0,4","0,6",,,,"0,36","0,03","2,9",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan biawan, segar",ikan biawan,ikan biawan,,,,,False,False,False,False
GR016,"Ikan bili, segar",KZGMI-2001,"68,3",88,"14,2","0,7","6,2",0,"10,6",27,1760,"1,5",217,202,0,"4,1",,0,,"0,72","0,09","2,7",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan bili, segar",ikan bili,ikan bili,,,,,False,False,False,False
GR017,"Ikan bubara, segar",KZGMI-2001,"75,5",100,"14,7","2,4","4,9",,"1,6",90,90,"0,4",390,390,"0,7","0,8",,,,,,,,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan bubara, segar",ikan bubara,ikan bubara,,,,,False,False,False,False
GR018,"Ikan bulan-bulan, segar",KZGMI-2001,"66,7",134,"25,5","1,3",5,,"1,5",29,29,"0,5",197,489,"0,1","0,5",,,,"0,3","0,02","0,8",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan bulan-bulan, segar",ikan bulan-bulan,ikan bulan-bulan,,,,,False,False,False,False
GR019,"Ikan cakalang, segar",KZGMI-2001,73,107,"19,6","0,7","5,5",0,"1,2",23,242,"2,9",66,239,"0,2","0,6",386,0,,"0,17","0,05","21,7",0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan cakalang, segar",ikan cakalang,ikan cakalang,,,,,False,False,False,False
GR020,"Ikan cakalang, hati, segar",KZGMI-2001,"73,4",120,"11,3","3,9",10,,"1,4",30,30,"0,9",420,280,"1,6","4,3",,,,,,"0,2",,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan cakalang, hati, segar","ikan cakalang, hati","ikan cakalang, hati",,,,,False,False,False,False
GR021,"Ikan cakalang, jantung, segar",KZGMI-2001,"76,3",116,"11,2","1,2","10,2",,"1,1",10,40,"3,4",360,250,"0,5","1,9",908,,,,,"0,1",0,,G,GR,LH,Lauk Hewani,tkpi_main_group,"ikan cakalang, jantung, segar","ikan cakalang, jantung","ikan cakalang, jantung",,,,,False,False,False,False
